Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,STOCH_k,STOCH_d,ticker
2020-12-10,146.0,165.0,141.25,144.7100067138672,144.7100067138672,70447500,,,,,,,,,,,,,,,,ABNB
2020-12-11,146.5500030517578,151.5,135.10000610351562,139.25,139.25,26980800,,,,,,,,,,,,,,,,ABNB
2020-12-14,135.0,135.3000030517578,125.16000366210938,130.0,130.0,16966100,,,,,,,,,,,,,,,,ABNB
2020-12-15,126.69000244140625,127.5999984741211,121.5,124.80000305175781,124.80000305175781,10914400,,,,,,,,,,,,,,,,ABNB
2020-12-16,125.83000183105469,142.0,124.91000366210938,137.99000549316406,137.99000549316406,20409600,135.35000305175782,,,,,,,,,,,,,,,ABNB
2020-12-17,143.0,152.4499969482422,142.6699981689453,147.0500030517578,147.0500030517578,15054700,135.81800231933593,,,,,,,,,,,,,,,ABNB
2020-12-18,150.4499969482422,159.0,150.3000030517578,157.3000030517578,157.3000030517578,15954200,139.4280029296875,,,,,,,,,,,,,,,ABNB
2020-12-21,155.30999755859375,172.0,145.11000061035156,163.02000427246094,163.02000427246094,17788100,146.0320037841797,,,,,,,,,,,,,,,ABNB
2020-12-22,170.0,174.97000122070312,161.0500030517578,163.19000244140625,163.19000244140625,9872600,153.7100036621094,,,,,,,,,,,,,,,ABNB
2020-12-23,162.81399536132812,168.25,155.5,158.00999450683594,158.00999450683594,5852500,157.71400146484376,146.5320022583008,,,,,,,,,,,,,,ABNB
2020-12-24,159.16000366210938,162.7899932861328,154.11199951171875,154.83999633789062,154.83999633789062,3621400,159.27200012207032,147.5450012207031,,,,,,,,,,,,,,ABNB
2020-12-28,158.60000610351562,163.63999938964844,147.52000427246094,149.0,149.0,6229200,157.61199951171875,148.52000122070314,,,,,,,,,,,,,,ABNB
2020-12-29,150.0,151.6510009765625,143.1199951171875,150.0,150.0,5402300,155.00799865722655,150.52000122070314,,,,,,,,,,,,,,ABNB
2020-12-30,151.33999633789062,152.81300354003906,145.60000610351562,148.42999267578125,148.42999267578125,3462400,152.05599670410157,152.88300018310548,,,,,,,,,,,,,,ABNB
2020-12-31,146.89999389648438,147.88999938964844,144.50999450683594,146.8000030517578,146.8000030517578,2795800,149.81399841308593,153.76399993896484,,,,,51.36262633417403,,,,,,,,,ABNB
2021-01-04,150.99000549316406,151.0050048828125,137.0,139.14999389648438,139.14999389648438,6409900,146.67599792480468,152.9739990234375,,,,,46.38020396332364,,,,,,,,,ABNB
2021-01-05,138.27999877929688,149.0,137.25,148.3000030517578,148.3000030517578,5974200,146.53599853515624,152.0739990234375,,,,,52.335856701402015,,,,,,,,,ABNB
2021-01-06,145.75,148.35000610351562,141.11000061035156,142.77000427246094,142.77000427246094,4213900,145.08999938964843,150.0489990234375,,,,,48.80745091416461,,,,,,,39.60263674661244,42.21610789883345,ABNB
2021-01-07,146.3699951171875,154.4199981689453,145.26100158691406,151.27000427246094,151.27000427246094,4482800,145.6580017089844,148.85699920654298,,,,,53.94690067176213,,,,,,,41.12702341741585,41.40399523652878,ABNB
2021-01-08,153.4499969482422,155.5399932861328,147.25,149.77000427246094,149.77000427246094,4615600,146.252001953125,148.03300018310546,147.28250122070312,,,,52.936891490527586,,,,166.55144671498192,147.28250122070312,128.01355572642433,35.630442318990625,38.786700827672966,ABNB
